1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,result
0.001769843,0.001654419,0.001615944,0.672194221,6.16E-04,0.006040552,0.003039514,0.004193759,0.027894271,0.280981878,1.18E-21
0.0236853,0.004596273,7.45E-04,0.519917184,0.003064182,0.005879917,0.025465839,0.011428571,0.025962733,0.379254658,2.18E-18
0.11821026,0.004636436,0.681254476,0.003505598,0.007350447,0.01458781,0.005767274,0.040220136,0.109314335,0.015153229,5.39E-17
0.142129884,9.98E-04,0.002751789,0.494737204,0.00364612,0.007739406,0.006535498,0.00859934,0.019056136,0.3138071,1.83E-18
0.088801308,0.005576286,0.011446061,0.493941554,0.007504926,0.033331936,0.083015387,0.028594189,0.027713723,0.22007463,1.01E-14
0.038453335,0.050489046,0.002132911,0.653950456,9.45E-04,0.006094031,0.006124501,0.002224321,0.015509309,0.224077516,7.38E-19
0.004381161,0.026795494,0.009974965,0.007236739,0.003911751,0.0216711,0.079877953,0.582225004,0.250430293,0.013495541,1.13E-16
0.003606388,0.003606388,0.262751159,0.008758372,0.006697579,0.004121587,0.116434827,0.009788769,0.57496136,0.00927357,5.02E-18
0.105627602,0.005003202,0.015850144,0.088696766,0.058757605,0.10846942,0.154699007,0.059998399,0.117034902,0.285862952,1.47E-12
0.028536836,8.89E-04,0.031080936,0.093150853,0.001241398,0.001042162,0.126806541,0.001731827,0.323070085,0.392450459,2.65E-18
0.0282203,0.007861961,0.004717176,0.035958125,0.002275831,0.040427029,0.004096495,0.08337816,0.111184673,0.68188025,8.97E-17
0.078265037,3.35E-04,3.59E-04,0.785669782,0.00160556,0.001653487,0.001054397,6.71E-04,0.003091301,0.127294512,5.48E-24
0.093226693,0.003061735,1.00E-03,0.383091727,8.12E-04,0.075731067,0.010872282,0.005498625,0.023306673,0.40339915,3.78E-18
0.309798887,0.015865179,0.001909088,0.037622198,0.002797801,0.135709819,0.097593891,0.004377736,0.285803627,0.108521773,1.78E-15
0.009853659,0.002195122,0.001756098,0.409365854,0.003463415,0.030292683,0.019365854,0.004829268,0.052536585,0.466341463,3.74E-18
0.044344355,0.002123842,9.89E-04,0.420227764,8.06E-04,0.005639167,0.031271742,0.008898165,0.054304442,0.431396243,1.16E-18
0.121325429,0.004651163,0.02878857,0.009302326,0.003678371,0.001124791,0.024228606,0.004742362,0.787323301,0.014835081,8.39E-19
0.00124654,0.008768038,6.76E-04,0.362215039,0.00105639,0.004732628,0.004796011,0.002155036,0.015930363,0.598423866,1.32E-21
0.050648023,0.01802527,0.004268905,0.243879277,0.004431702,0.004495012,0.101992457,0.024926063,0.099098284,0.448235007,2.14E-15
0.026054513,0.001409472,9.74E-04,0.676070059,0.002031299,0.006280444,0.041828169,0.007151,0.056026531,0.182174319,9.42E-19
0.332901505,0.001600305,0.00259097,0.289045532,0.014745666,0.038483521,0.006591732,0.02457611,0.041760335,0.247704325,3.79E-16
0.002852355,0.003422826,0.001247905,0.568153457,0.008093557,0.013726958,0.02499376,0.026562556,0.03929119,0.311655436,6.25E-18
0.279502913,0.002789141,0.002882112,0.224153961,0.001859427,0.093746126,0.065482831,0.003346969,0.031827197,0.294409322,1.80E-16
0.021206107,0.003969466,0.001725191,0.709496183,9.77E-04,0.012122137,0.026015267,0.013572519,0.050244275,0.160671756,3.48E-18
0.049805386,0.014179045,0.001628406,0.004924934,0.010207324,0.136984669,9.13E-04,0.135157677,0.01795218,0.628246882,1.10E-17
0.114004835,0.026559226,0.038356164,0.204963739,0.002385173,0.005898469,0.050088638,0.002771958,0.330443191,0.224528606,3.45E-15
0.05252809,0.004494382,0.10758427,0.013764045,0.00758427,0.019101124,0.095224719,0.008146067,0.674438202,0.017134831,4.54E-16
0.05773426,0.005682106,0.002308356,0.519709807,7.61E-04,0.006798234,0.002181523,0.014560398,0.013545736,0.376718584,3.30E-19
0.215061587,0.002858479,0.001871005,0.042565355,0.012421392,0.421079985,0.14261213,0.028532821,0.00353412,0.129463126,4.77E-16
0.069837526,0.003319357,0.004061845,0.519435709,9.17E-04,0.019348358,0.031926974,0.008778826,0.032451083,0.309923131,2.45E-17
0.020086648,0.006301694,0.111855061,0.004332414,0.023631351,0.695155573,0.019298937,0.01142182,0.095706971,0.012209531,2.60E-16
0.00314756,0.004764655,0.001992492,0.465434594,5.20E-04,0.011810569,0.007450188,0.005746463,0.067860237,0.431273462,1.07E-19
0.007512745,0.04051516,0.015830427,0.008854306,0.007244433,0.024148108,0.104641803,0.36731956,0.293265361,0.130668098,1.10E-14
6.51E-04,0.43859573,0.086443326,0.004035758,6.94E-04,0.091216803,0.062141989,0.024214546,0.286799167,0.005207429,1.42E-17
0.0176017,0.001080645,0.001538546,0.605033244,6.23E-04,0.005696284,0.026045387,0.007582834,0.052164038,0.282634577,1.83E-19
0.003062889,0.010287312,0.031361321,0.011785465,0.024136898,0.007790392,0.230315944,0.544694876,0.075506875,0.061058028,1.27E-15
0.021569694,0.012040705,0.012170175,0.023537637,0.00103576,0.054739895,0.005075222,0.045806468,0.086977912,0.737046532,6.29E-17
0.311500334,0.040868455,0.005473454,0.081432829,0.007358754,0.043665998,8.51E-04,0.041476616,0.009122423,0.458249711,2.69E-16
0.012461197,0.010820399,0.013924612,0.007760532,0.00248337,0.024789357,0.325853659,0.54,0.021241685,0.040665188,1.36E-16
0.007810359,0.004019366,0.007947383,0.013748059,0.001233215,0.015803416,0.146569836,0.634420389,0.143692336,0.024755641,2.21E-17
0.227905976,0.003765263,0.019095261,0.008283578,0.001667474,0.032919154,0.229788607,0.036684417,0.415362272,0.024527997,6.40E-16
0.003397399,0.010823141,0.674577752,0.001213357,0.002086973,0.144098233,0.113570181,0.032420889,0.0069404,0.010871675,2.51E-18
0.001666191,0.047129392,0.585689803,0.001380558,0.001142531,0.195610778,0.020137104,0.077263639,0.067932972,0.002047034,3.07E-18
0.007426246,0.010071211,0.050254323,0.001424212,0.004577823,0.044252289,0.289013225,0.435300102,0.058901322,0.098779247,7.94E-16
0.006250723,0.002083574,0.005093182,0.001736312,0.00769765,0.133811784,0.025118648,0.797430258,0.018231277,0.002546591,1.10E-19
0.027180527,0.004462475,0.06653144,0.013387424,0.011359026,0.070182556,0.20040568,0.051115619,0.540365112,0.015010142,7.16E-15
0.021971831,0.022535211,0.48028169,0.005633803,0.003943662,0.110140845,0.135774648,0.002535211,0.107605634,0.109577465,2.36E-15
0.025922341,0.028880284,0.030278584,0.013283855,0.096375175,0.006238572,0.377702485,0.210013983,0.054641282,0.15666344,1.23E-13
0.051852833,0.003975089,0.180469061,0.00132503,0.004284263,0.148889183,0.352811272,0.067444017,0.186166689,0.002782563,3.88E-16
0.002951594,0.004279811,0.001992326,8.85E-04,0.00472255,0.027523613,0.019997048,0.877139906,0.030770366,0.029737308,4.65E-20
0.751538097,0.013251301,0.007098912,0.014197823,0.010411737,0.011831519,0.096545196,0.066729768,0.010884998,0.017510648,1.52E-16
0.100626183,0.020969856,0.046308432,0.188728702,0.009319936,0.123052279,0.109654871,0.0145624,0.139653415,0.247123926,1.17E-12
0.072632296,0.148307972,0.069089257,0.040472405,0.005042017,0.042334772,0.135861912,0.040290711,0.180876675,0.265091983,1.69E-12
0.025862069,0.018678161,0.051724138,0.03591954,0.034482759,0.099137931,0.396551724,0.068965517,0.093390805,0.175287356,1.37E-12
0.08090098,0.001927525,0.002698535,9.36E-04,0.449388699,0.088225576,0.003524617,0.215442229,0.055512722,0.10144289,6.68E-17
0.027594373,4.66E-04,5.02E-04,0.004234247,0.79273719,7.54E-04,0.076072915,0.037821157,0.025513133,0.034304579,4.12E-20
0.021518473,0.0227365,0.178237921,0.021112464,0.018676411,0.075111652,0.330491271,0.028014616,0.288266342,0.015834348,1.09E-13
0.013816842,0.002230087,4.36E-04,0.007756824,0.779221409,0.020167741,0.057400494,0.053570563,0.048140786,0.017258932,4.19E-18
0.151064884,0.010896483,0.012382368,0.437840515,0.022783556,0.133234274,0.074294205,0.034175334,0.044576523,0.078751857,2.41E-13
0.374412041,0.043273754,0.015992474,0.058325494,0.01505174,0.085606773,0.10724365,0.067732832,0.090310442,0.1420508,1.81E-12
0.013910355,0.029366306,0.017001546,0.023183926,0.013910355,0.018547141,0.221020093,0.037094281,0.601236476,0.024729521,5.06E-15
0.013975577,0.003799186,0.015332429,0.002849389,0.063093623,0.004341927,0.56458616,0.256037992,0.039755767,0.036227951,1.32E-16
0.00895924,0.006325853,0.009302725,0.007012823,0.381812457,0.013882528,0.211901763,0.276763224,0.031543394,0.052495993,1.90E-15
0.066202406,0.004476802,0.001718368,0.072352356,0.306186126,0.030071448,0.137198155,0.150538121,0.054264267,0.176991951,6.73E-14
0.064470278,0.004670288,0.002132088,0.719681202,0.00304584,0.018884207,0.006243972,0.012589472,0.031422915,0.136859739,8.98E-18
0.321512743,0.006686763,0.001753905,0.358673609,0.002137572,0.010907098,0.0781584,0.003398191,0.099808167,0.116963552,9.78E-17
0.69081803,0.052420701,0.008013356,0.01146355,0.00523094,0.100055648,0.010016694,0.026711185,0.045631608,0.049638286,1.06E-15
0.131587561,0.002400436,0.022476814,0.015384615,0.00436443,0.801854883,0.005128205,0.003709765,0.00294599,0.0101473,2.17E-19
0.060466689,0.006763612,0.080216436,0.001893811,0.008048698,0.187081502,0.079201894,0.053432533,0.002502536,0.520392289,5.16E-16
0.026829763,0.002095019,0.002601879,0.018517267,0.328478746,0.002061229,0.332297087,0.117996891,0.039602622,0.129519497,3.69E-16
0.438953488,0.036337209,0.033430233,0.015988372,0.018895349,0.193313953,0.17005814,0.061046512,0.015988372,0.015988372,8.26E-14
0.032209924,0.003979605,0.003855242,0.012063176,0.439000124,0.04800398,0.096132322,0.158438005,0.023504539,0.182813083,8.22E-15
0.028248588,0.00529661,0.040254237,0.019067797,0.123234463,0.024717514,0.262358757,0.229519774,0.006355932,0.260946328,3.49E-14
0.505425471,0.005711022,0.012564249,0.169046259,0.018846374,0.105653912,0.021701885,0.013135351,0.016561965,0.131353512,7.57E-15
0.027379198,0.007290778,0.12735593,0.008570542,0.006941751,0.014620337,0.181571395,0.035057783,0.011673001,0.579539285,9.52E-16
0.23121526,0.00199944,0.034830248,0.112008638,0.007197985,0.041148478,0.113688167,0.006998041,0.255088575,0.195825169,2.12E-14
0.02855407,0.007897934,0.066221142,0.006075334,0.007897934,0.004860267,0.137302552,0.014580802,0.701701094,0.02490887,1.22E-16
0.233520695,0.002830077,0.004284423,0.299870288,7.47E-04,0.009905271,0.030659172,0.001926025,0.180417436,0.235839786,1.58E-17
0.123225337,0.018747725,0.309246451,0.072988715,0.004004368,0.105387696,0.042227885,0.009282854,0.064797961,0.250091008,1.40E-13
0.148301574,0.009389671,0.025683513,0.008561171,0.033416183,0.162109914,0.295222314,0.049986192,0.131455399,0.135874068,4.37E-13
0.220337091,0.014398928,0.032592923,0.028574618,0.005022882,0.002567251,0.059270008,0.003571827,0.623507088,0.010157384,5.11E-17
0.107081174,0.008935947,0.07141248,0.071712848,0.193361868,0.010287602,0.232634978,0.074115792,0.027258392,0.203198919,9.31E-13
0.024281894,0.002372121,0.017165531,0.033425343,0.270249288,0.005132407,0.244846028,0.079142586,0.189554041,0.13383076,2.25E-14
0.045202465,0.002816901,0.003036972,0.02715669,0.482834507,0.00625,0.13631162,0.108670775,0.052332746,0.135387324,3.33E-15
0.040047849,0.017163364,0.057679305,0.034170697,0.004576897,0.032714412,0.36459146,0.208976959,0.033182504,0.206896552,1.06E-13
0.056981437,0.020661824,0.018886199,0.182728006,0.074899112,0.051815981,0.201452785,0.129297821,0.025181598,0.238095238,2.46E-12
0.024630542,0.024630542,0.014778325,0.028325123,0.338669951,0.06773399,0.062807882,0.248768473,0.019704433,0.169950739,3.05E-13
0.007721431,0.002291521,6.97E-04,0.00807014,0.531632958,0.030038856,0.236325595,0.104862011,0.024509316,0.053850752,5.20E-17
0.42398361,0.008780332,0.007809174,0.124787143,0.008447744,0.016230311,0.066238293,0.008381226,0.071413367,0.263928799,5.20E-15
0.062218136,0.005867157,0.042646351,0.037523534,0.009895354,0.016900915,0.339156706,0.176146066,0.069924252,0.239721529,9.78E-14
0.017863683,0.008260427,0.005127162,0.057293998,0.215096643,0.001668362,0.363133266,0.151943032,0.071536114,0.108077314,6.64E-15
0.039161324,0.006446023,0.009530411,0.029111073,0.178963784,0.038086987,0.263455207,0.188528851,0.054583261,0.192133079,2.49E-13
0.076628352,0.034482759,0.042145594,0.021072797,0.034482759,0.308429119,0.302681992,0.076628352,0.034482759,0.068965517,1.38E-12
0.565941101,0.019206146,0.025608195,0.085787452,0.029449424,0.007682458,0.120358515,0.015364917,0.057618438,0.072983355,4.20E-14
0.027579162,0.011235955,0.487742594,0.005107252,0.030643514,0.102655771,0.119509704,0.01072523,0.009703779,0.195097038,5.89E-15
0.144044321,0.016620499,0.011080332,0.049861496,0.076177285,0.519390582,0.01800554,0.05401662,0.063711911,0.047091413,1.53E-13
0.028681357,0.00600443,0.087909525,0.003905795,0.010259998,0.61227702,0.074151801,0.063308849,0.091465547,0.022035677,3.51E-15
0.538319483,0.028624192,0.007386888,0.025854109,0.038781163,0.190212373,0.028624192,0.065558633,0.022160665,0.054478301,4.92E-14
0.007733008,0.014652015,0.815832316,0.005291005,0.005291005,0.068172568,0.044566545,0.024013024,0.005291005,0.009157509,9.15E-18
0.313179662,0.002309275,0.013225847,0.296804803,0.002939077,0.007767561,0.025150103,0.001931394,0.259352563,0.077339715,6.31E-17
0.01801746,0.032567643,0.044207789,0.024518606,0.006129651,0.002167048,0.342765154,0.078385239,0.16147607,0.28976534,1.06E-14
0.300417059,0.041974976,0.057581057,0.265572447,0.009148392,0.012108166,0.05919548,0.021929234,0.115162115,0.116911072,3.73E-13
0.333890747,0.033351914,0.008268302,0.04180602,0.014864363,0.072463768,0.165087328,0.053047194,0.08769974,0.189520624,6.04E-13
0.173390225,0.079906905,0.074088441,0.034134988,0.015903801,0.056633049,0.119084562,0.089604344,0.060899922,0.296353763,6.08E-12
0.033851691,0.035481461,0.008284667,0.009642809,0.029030287,0.008352574,0.104950428,0.212786908,0.07877224,0.478846937,1.96E-14
0.052604302,0.115573983,0.048976419,0.105208603,0.008033169,0.011661052,0.024876911,0.064524488,0.277014771,0.291526302,3.80E-13
0.065152744,0.0162206,0.016085428,0.150175723,0.128953771,0.01703163,0.299945931,0.213571235,0.059475534,0.033387402,7.13E-13
0.043440555,0.014742983,0.005794702,0.192565437,0.172737307,0.012535478,0.132529171,0.123226112,0.074424472,0.228003784,4.29E-13
0.076058377,0.002743589,0.02956979,0.051709027,0.19978661,0.027359677,0.101665206,0.103494265,0.017909538,0.389703921,1.28E-13
5.38E-04,0.035147494,0.018425536,0.001748408,0.004438268,0.096431453,0.09217251,0.429211871,0.204967273,0.116919215,2.47E-16
0.082532558,0.009704135,0.007839171,0.108041472,0.366892148,0.002813251,0.124984195,0.061069667,0.051270704,0.184852699,5.06E-14
0.032856443,0.018440951,0.094870261,0.005167818,0.021813632,0.036283523,0.12386444,0.129467443,0.049502258,0.487733232,9.10E-14
0.050578203,0.001927345,0.002628198,0.645514543,0.006190866,0.002336176,0.003124635,0.015360355,0.056798271,0.215541409,1.41E-18
0.325263158,0.009122807,0.004912281,0.216842105,0.005614035,0.087719298,0.126315789,0.018596491,0.111929825,0.093684211,3.83E-14
0.062094042,0.01112596,0.00932343,0.041613575,0.391304348,0.021630357,0.174969699,0.102930665,0.013021724,0.171986201,9.15E-14
0.026879626,0.017919751,0.044409817,0.01947799,0.187767822,0.031943903,0.274250097,0.177249708,0.158161278,0.061940008,1.19E-12
0.272037915,0.005055292,0.009004739,0.13507109,0.003475513,0.092101106,0.092733017,0.009794629,0.218009479,0.16271722,1.73E-14
0.027422303,0.013711152,0.007312614,0.056672761,0.010054845,0.034734918,0.08226691,0.02559415,0.065813528,0.676416819,5.10E-15
0.108432043,0.030198043,0.009223278,0.046537759,0.351467765,0.016152442,0.076267616,0.047942319,0.159885762,0.153892973,7.18E-13
0.041343669,0.036175711,0.697028424,0.003875969,0.029069767,0.102713178,0.01873385,0.023255814,0.015503876,0.032299742,2.63E-15
0.102542503,0.011066013,0.007045489,0.019528259,0.016311839,0.028449992,0.019528259,0.054640833,0.02450605,0.716380763,1.36E-15
0.014809398,0.015540726,0.352134564,0.004525094,0.003930889,0.007313283,0.278453241,0.095621172,0.010878508,0.216793126,6.62E-16
0.596091205,0.013029316,0.015200869,0.072747014,0.024972856,0.016286645,0.026058632,0.03257329,0.185667752,0.017372421,9.56E-15
0.20124347,0.023444584,0.009844135,0.073053841,0.031518501,0.045378006,0.110357929,0.086093001,0.119856656,0.299209879,1.65E-12
0.087491899,0.00712897,0.057679844,0.046338302,0.004536617,0.226182761,0.091704472,0.005508749,0.027219702,0.446208684,1.05E-14
0.340558807,0.001607187,0.022047309,0.012569027,0.06985082,0.032803099,0.136610896,0.076897717,0.276642215,0.030412923,3.07E-14
0.507179217,0.001263823,0.001123398,0.03008601,0.385536247,0.016815868,0.002843602,0.007793576,0.007969107,0.039389152,9.77E-19
0.005617978,0.004537597,0.00147652,0.021067416,0.75363728,0.07695909,0.081820801,0.035436474,0.015809565,0.00363728,7.67E-18
0.008084074,0.004850445,0.002187455,0.01436112,0.328070759,0.006229493,0.284749631,0.180084645,0.089923439,0.081458938,9.46E-16
0.101471518,0.014083236,0.011510337,0.253588517,0.008350636,0.042385122,0.109370768,0.05227047,0.030919924,0.376049472,9.81E-14
0.223117447,0.013634955,0.186550976,0.006197707,0.017663465,0.010536102,0.124883793,0.008057019,0.402850945,0.006507592,1.73E-15
0.054193548,0.009585253,0.006119816,0.033990783,0.0759447,0.049769585,0.00881106,0.095115207,0.040663594,0.625806452,8.71E-15
0.285053281,0.011918116,0.030566461,0.121704992,0.011777902,0.054963545,0.14764442,0.031127314,0.250701066,0.054542905,5.14E-13
0.105898351,0.017083121,0.003569607,0.07572667,0.261856196,0.070117287,0.089920109,0.074196838,0.055328914,0.246302907,8.16E-13
0.057739558,0.01044226,0.08046683,0.008599509,0.027641278,0.08046683,0.329238329,0.132678133,0.240786241,0.031941032,3.12E-13
0.058186179,0.007402506,0.033869567,0.296513792,0.003142963,0.009635664,0.093089616,0.011827468,0.023448162,0.462884083,1.57E-15
0.106740133,0.005894413,0.065479241,0.018452076,0.010123014,0.026140441,0.398385443,0.073552025,0.178754485,0.116478729,1.23E-13
0.011350359,0.003505258,0.006676682,0.007678184,0.33466867,0.043231514,0.263395093,0.093473544,0.033383408,0.202637289,4.91E-15
0.138164461,0.006335431,0.033846821,0.018876112,0.07411586,0.034324148,0.16888696,0.196311564,0.077630722,0.251507919,9.21E-13
0.250912712,0.01294391,0.169930302,0.003982741,0.005974112,0.010952539,0.137072685,0.007633588,0.392631928,0.007965483,4.71E-16
0.235218363,0.005340707,0.011249574,0.093367675,0.269497368,0.003598349,0.035869853,0.044733154,0.044013484,0.257111473,2.32E-14
0.200932401,0.004916296,0.072600127,0.05056156,0.011019284,0.009027336,0.12892562,0.03462598,0.231616868,0.255774529,9.54E-14
0.001458239,0.003570171,0.002162217,0.002363353,0.15874692,0.007492332,0.574495902,0.076532408,0.163674762,0.009503696,2.16E-18
0.059639564,0.002682313,0.001299246,0.737761945,0.001760268,0.002514669,0.025859179,0.012699078,0.081601006,0.074182733,1.35E-18
0.078037007,0.012067578,0.009654063,0.01850362,0.008045052,0.037811746,0.280772325,0.044247788,0.476267096,0.034593725,1.05E-14
0.129080646,0.004144791,0.002486875,0.537757076,0.003276359,0.016302846,0.001144752,0.011842261,0.076737852,0.217226542,8.64E-18
0.068597978,0.007834563,0.036348729,0.17226929,0.008927758,0.021408399,0.165710121,0.082354013,0.256718593,0.179830555,4.05E-13
0.01456157,0.03988604,0.004431782,0.093383982,0.007280785,0.053181387,0.0889522,0.017094017,0.559670782,0.121557455,9.63E-15
0.189497717,0.028538813,0.0456621,0.044520548,0.019406393,0.542237443,0.021689498,0.01369863,0.038812785,0.055936073,7.46E-14
0.0625,0.023214286,0.069642857,0.175,0.028571429,0.242857143,0.0625,0.158928571,0.039285714,0.1375,6.58E-12
0.091762381,0.111769791,0.159194763,0.074472027,0.024700506,0.04680746,0.165308139,0.023959491,0.195010498,0.107014944,1.16E-11
0.018606664,0.008654262,0.073993942,0.007788836,0.00692341,0.028559065,0.109476417,0.019039377,0.695802683,0.031155344,8.29E-16
0.076620825,0.013752456,0.011787819,0.184675835,0.017681729,0.049115914,0.178781925,0.031434185,0.385068762,0.05108055,2.20E-13
0.314159735,0.266559776,0.001603367,0.309650266,0.002104419,0.008618098,0.00230484,0.011724622,0.080669406,0.002605471,4.28E-18
0.479220779,0.004935065,0.003636364,0.06,0.005454545,0.012467532,0.006493506,0.005454545,0.352987013,0.069350649,3.04E-17
0.035952544,0.005409109,0.079549962,0.044751361,0.002740615,0.002199704,0.114420684,0.136381667,0.391835852,0.186758501,4.77E-15
0.178224175,0.040027639,0.03748581,0.248877153,0.014954839,0.126351118,0.020951582,0.05098465,0.06569271,0.216450323,1.91E-12
0.825118625,0.003291583,0.007523618,0.039840978,0.010943445,0.00867781,0.017184628,0.005599966,0.012354123,0.069465225,6.38E-18
0.101013758,0.007376901,0.004118392,0.743482983,0.001448226,0.011133237,0.00307748,0.022311731,0.033082911,0.072954381,6.10E-18
0.109746738,0.011372357,0.004744296,0.600886067,0.002825647,0.002581455,0.034675225,0.024279634,0.099072071,0.109816507,2.38E-16
0.300632911,0.001467621,0.004678041,0.387176665,0.007567419,0.009814713,0.002843515,0.00802605,0.031966612,0.245826454,1.06E-17
0.056432814,0.023122039,0.004662005,0.535153019,0.001090308,0.009587187,0.089142041,0.024325137,0.056771186,0.199714264,8.37E-16
0.168302564,0.011283613,0.01335001,0.351015525,0.009924141,0.021534028,0.095761168,0.029636477,0.04426439,0.254928084,6.09E-14
0.322276,0.008381537,0.023373864,0.135875339,0.048046276,0.010624484,0.160193602,0.017117223,0.05158777,0.222523905,1.38E-13
0.442841287,0.058347867,0.002695418,0.139527509,0.02029491,0.018233709,0.008561915,0.07991121,0.013477089,0.216109085,7.17E-15
0.623355791,0.004932628,0.143727944,0.004010266,0.001122875,0.020372153,8.42E-04,0.001002567,0.107114212,0.09351941,3.43E-19
0.062877218,0.013962706,0.004368976,0.327132691,0.004504099,0.013962706,0.015854428,0.016755247,0.250878299,0.28970363,1.52E-15
0.2256,0.001882353,0.001882353,0.337098039,0.014807843,0.006682353,0.037584314,0.004862745,0.117270588,0.252329412,1.44E-16
0.013423942,0.570333423,0.027416979,0.054566149,0.001539904,0.001941618,0.041343064,0.004686663,0.030931976,0.253816283,5.21E-17
0.379875921,0.006746801,0.002830554,0.116207832,0.005467235,0.00139589,0.002093835,0.003877472,0.411205894,0.070298565,1.51E-18
0.075712333,0.003309829,5.22E-04,0.711954958,0.001367103,0.00219456,0.003651605,0.017142754,0.033583969,0.150561232,8.84E-20
0.559512938,8.83E-04,0.012237443,0.166453577,0.002039574,0.001643836,0.045509893,0.001248097,0.100913242,0.1095586,2.12E-18
0.322593367,0.021493079,0.003154947,0.536972039,0.014394447,0.001695784,0.002326774,0.026107189,0.032062152,0.039200221,2.19E-17
0.006983675,0.51616921,5.78E-04,0.255237756,0.001067568,0.006939193,0.001156532,0.02326409,0.016680753,0.171922957,3.04E-19
0.719849413,0.025928577,0.016198733,0.050080861,0.002492113,0.028341154,0.021978313,0.021713195,0.091571887,0.021845754,1.02E-15
0.577152429,0.006499162,5.36E-04,0.352495812,6.70E-04,0.004891122,0.005494137,0.005829146,0.044757119,0.001675042,5.58E-21
0.178916141,0.055989638,0.011448627,0.120085238,0.001796682,0.034889065,0.188442736,0.046964442,0.08402624,0.27744119,1.78E-13
0.048585433,0.009244131,0.015349557,0.033106888,0.061269241,0.063247055,0.319330983,0.230931292,0.059807378,0.159128042,6.21E-13
0.46242898,0.008116536,0.008586441,0.097270281,0.046905037,0.019992311,0.091460549,0.029603998,0.020077748,0.215558119,3.44E-14
0.075935021,0.383452966,0.343218738,0.007555723,0.019833774,0.027389498,0.003211182,0.029467321,0.051567813,0.058367964,1.17E-14
0.430542778,0.027966881,0.008417663,0.234176633,0.006531739,0.095952162,0.051425943,0.020515179,0.027966881,0.09650414,4.24E-14
0.154528458,0.040653941,0.022044437,0.056698117,0.006348102,0.004478456,0.009261272,0.052263142,0.152137049,0.501587026,8.25E-15
0.027663211,0.007770309,0.005765068,0.891830922,0.001070981,0.00941096,0.004192777,0.015062094,0.031058448,0.006175231,1.35E-19
0.125283798,0.00495356,6.88E-04,0.758995528,0.001582387,0.005297558,0.001616787,0.016167871,0.033505332,0.051909185,1.24E-19
0.12909405,0.022573618,0.010967548,0.429387019,0.01153095,0.013934796,0.048940805,0.01938101,0.108285757,0.205904447,4.66E-14
0.330963871,0.361451676,0.001304291,0.047150124,0.001760793,0.074409808,0.024814139,0.056769271,0.003586801,0.097789227,4.76E-16
0.393566873,0.005360939,0.00175617,0.329605324,0.00212589,0.005638229,0.010352158,0.006100379,0.035123394,0.210370644,6.83E-18
0.585195531,0.007648311,0.009843043,0.061452514,0.018688481,0.004855015,0.12623038,0.087124235,0.013035382,0.085927108,3.03E-15
0.162708007,0.014791637,8.89E-04,0.780009956,0.012978239,0.001244489,6.04E-04,6.76E-04,0.023218603,0.002880102,7.36E-22
0.33054612,0.001717123,0.031542797,0.047332861,0.001605136,0.019970884,0.056179775,0.002874314,0.444958752,0.063272239,1.23E-16
0.780607535,0.001090879,0.005076781,0.09217924,0.009943778,0.004447428,5.45E-04,0.006755056,0.001174792,0.098179072,7.49E-21
0.216523899,0.022949859,0.007282569,0.166327185,0.001046346,0.002636792,8.79E-04,0.043862831,0.157258852,0.381232735,3.84E-17
0.754178142,0.004979817,0.003282152,0.195684159,0.005281624,0.003659411,0.001471309,0.013920851,0.004866639,0.012675897,5.89E-20
0.221475331,0.003426914,0.001845262,0.343438338,0.117701331,0.001889196,0.050832564,0.016958833,0.031984535,0.210447696,6.21E-16
0.009764036,0.641363136,0.013066577,0.003158953,0.001435888,0.019240894,0.060115828,0.003876897,0.240463313,0.007514479,3.01E-18
0.138362243,0.013715208,0.095065214,0.584106495,0.004571736,0.002958182,0.00618529,0.003764959,0.046524136,0.104746538,1.62E-16
0.041032299,0.023092962,0.001888351,0.652897439,0.010779338,0.003304615,0.036193399,0.066918447,0.043392738,0.120500413,5.27E-16
0.166914935,0.002783222,0.001685613,0.579459036,0.002312819,0.006036848,0.001019208,0.006389651,0.144609957,0.08878871,5.30E-19
0.012856279,0.080161533,0.004487017,0.274624944,4.10E-04,0.001209544,0.064710587,0.038549328,0.179168536,0.343822548,9.67E-17
0.221961534,0.001766887,0.001332406,0.651836404,0.001332406,0.005068938,0.01097787,0.004895145,0.056540378,0.044288032,3.10E-19
0.023827802,0.027134758,0.002568797,0.540835006,0.003366009,0.00147632,0.136087162,0.069623243,0.043876225,0.151204677,2.81E-16
0.30354021,0.008085664,0.003350816,0.455237471,0.002950175,0.044434732,0.012601981,0.030958625,0.009979604,0.128860723,2.46E-16
0.046710196,0.023271388,0.036497572,0.070818684,0.002176461,0.154696133,0.493721748,0.025615269,0.021597187,0.124895362,3.23E-14
0.0047937,0.008902585,0.125149803,0.005478514,0.002739257,0.012669064,0.403184386,0.075158363,0.208012327,0.153912001,9.85E-16
0.051440329,0.047325103,0.020576132,0.551440329,0.049382716,0.063786008,0.014403292,0.04526749,0.049382716,0.106995885,3.00E-13
0.475245763,0.002313064,0.01174325,0.109737111,0.003202705,0.01129843,0.027578844,0.009875006,0.268582358,0.080423469,3.02E-16
0.264554729,0.009166219,0.002876429,0.402163074,0.006174733,0.004947457,0.007363657,0.008437524,0.023433305,0.270882872,3.38E-17
