1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,result
0.022624434,0.012669683,0.030769231,0.011764706,0.012669683,0.301357466,0.346606335,0.22081448,0.01719457,0.023529412,1.23E-14
0.028319235,0.019860243,0.020228025,0.018389114,0.00478117,0.047076131,0.065465245,0.111070246,0.574108128,0.110702464,2.18E-14
0.008504697,0.035668952,0.023483118,0.02221376,0.050901244,0.022594567,0.296775831,0.282685961,0.117415588,0.139756283,2.51E-13
0.014322251,0.010230179,0.235294118,0.00971867,0.011764706,0.076214834,0.426086957,0.009207161,0.201534527,0.005626598,1.34E-15
0.002183704,0.007506483,0.061280197,0.030844821,0.089395387,0.072198717,0.506619353,0.013511669,0.105773168,0.110686502,1.60E-14
0.156154575,0.023691692,0.00558071,0.017058018,0.0205328,0.118984943,0.091818469,0.114036011,0.242181742,0.20996104,4.58E-13
0.004797933,0.001660823,0.046503045,0.002952574,0.002583502,0.028233992,0.387894445,0.002214431,0.520944824,0.002214431,7.91E-20
0.266532055,0.007571933,0.019989904,0.137910146,0.004038364,0.111155982,0.067541646,0.006158506,0.101261989,0.277839475,2.92E-14
0.013767209,0.048811014,0.018773467,0.028785982,0.018773467,0.2077597,0.2077597,0.063829787,0.294117647,0.097622028,5.39E-13
0.10635626,0.00951507,0.010094668,0.007051777,0.016518547,0.135287867,0.417407264,0.053612828,0.050473338,0.19368238,3.52E-14
0.152274838,0.012999071,0.286908078,0.018570102,0.029712163,0.036211699,0.148560817,0.012999071,0.191272052,0.110492108,4.63E-13
0.005443886,0.025125628,0.088358459,0.011306533,0.002512563,0.014656616,0.584170854,0.010887772,0.247906198,0.009631491,7.64E-17
0.024464832,0.008154944,0.022426096,0.011213048,0.019367992,0.321100917,0.180428135,0.131498471,0.175331295,0.106014271,1.38E-13
0.074357192,0.007644197,0.604586518,0.019457957,0.006254343,0.013551077,0.145587213,0.015288395,0.101111883,0.012161223,1.55E-15
0.012656687,0.023974687,0.124132895,0.014482171,0.078495801,0.046488986,0.500791043,0.022027504,0.059754168,0.117196057,1.54E-13
0.234669565,0.00267525,0.032312001,0.033984032,6.69E-04,0.00752414,0.043765414,0.00484889,0.567320152,0.072231744,3.02E-17
0.035519126,0.020491803,0.010928962,0.057377049,0.045081967,0.086065574,0.233606557,0.159836066,0.146174863,0.204918033,1.98E-12
0.011071968,0.006542526,0.009562154,0.010065425,0.013085053,0.024660292,0.599396074,0.071464519,0.240563664,0.013588324,3.15E-16
0.075222075,0.010584011,0.02003402,0.007371007,0.006426006,0.03024003,0.33037233,0.028161028,0.465507466,0.026082026,2.58E-15
0.06741573,0.078651685,0.06741573,0.06741573,0.08988764,0.06741573,0.08988764,0.280898876,0.123595506,0.06741573,3.07E-11
0.014084507,0.018779343,0.014084507,0.021126761,0.018779343,0.105633803,0.295774648,0.039906103,0.450704225,0.021126761,1.75E-14
0.369618696,0.034563346,0.085116851,0.035670357,0.012423124,0.05399754,0.030504305,0.019065191,0.102583026,0.256457565,3.98E-13
0.011720983,0.012292739,0.008004574,0.007146941,0.006289308,0.094911378,0.300743282,0.209262436,0.29731275,0.052315609,4.82E-15
0.001843516,9.43E-04,0.001329046,0.002400857,9.86E-04,0.003172562,0.600557342,0.077256163,0.270010718,0.041500536,9.02E-21
0.14,0.012307692,0.071538462,0.034615385,0.021538462,0.358461538,0.114615385,0.04,0.078461538,0.128461538,1.52E-12
0.03742515,0.026946108,0.067365269,0.023952096,0.011976048,0.160179641,0.291916168,0.209580838,0.134730539,0.035928144,9.24E-13
0.002599653,0.003523975,0.260427499,0.002599653,0.002888504,0.037723859,0.424321202,0.003581745,0.208549971,0.05378394,1.15E-17
0.00992411,0.006421483,0.011675423,0.006421483,0.06012843,0.018680677,0.002918856,0.858727379,0.012842966,0.012259194,2.12E-18
0.017376246,0.009076252,0.150415,0.014211501,0.004776975,0.011285603,0.227981131,0.026930196,0.408909058,0.129038037,5.89E-15
0.62720403,0.153652393,0.0302267,0.0302267,0.0302267,0.0302267,0.017632242,0.032745592,0.01511335,0.032745592,2.30E-14
0.02785265,0.011680144,0.044025157,0.015274034,0.034141959,0.029649596,0.017969452,0.780772686,0.02066487,0.017969452,1.15E-15
0.009294466,0.012674271,0.225179552,0.003802281,0.010139417,0.039712717,0.293198141,0.043937474,0.121250528,0.240811153,1.53E-14
0.082118189,0.013814275,0.145049885,0.028396009,0.009209517,0.045280123,0.128165771,0.469685342,0.049884881,0.028396009,1.66E-13
0.010785105,0.001910747,0.035412509,0.008322364,0.001655981,0.014394293,0.433612161,0.233153582,0.131714152,0.129039107,2.49E-16
0.097765056,0.003963448,0.067488715,0.270615435,0.002201916,0.047120995,0.251238578,0.008587471,0.1279313,0.123087086,2.49E-14
0.044836957,0.014945652,0.061141304,0.043478261,0.023097826,0.023097826,0.135869565,0.366847826,0.160326087,0.126358696,9.60E-13
0.006354249,0.007148531,0.017738946,0.005030447,0.198305533,0.0267408,0.429970876,0.102727032,0.187450357,0.018533227,3.30E-15
0.028160575,0.005392451,0.134212103,0.054224086,0.003894548,0.028460156,0.2855003,0.02546435,0.281306171,0.153385261,3.84E-14
0.134241245,0.011673152,0.021400778,0.046692607,0.036964981,0.414396887,0.147859922,0.040856031,0.09922179,0.046692607,6.71E-13
0.00515255,0.001505239,0.24685926,0.004863081,0.00121577,0.012505066,0.37573091,0.174202513,0.139350431,0.03861518,4.99E-17
0.019361084,0.007744434,0.045498548,0.008712488,0.013552759,0.043562439,0.518877057,0.06195547,0.235237173,0.045498548,1.21E-14
0.01938326,0.007048458,0.014977974,0.022907489,0.015859031,0.049339207,0.74185022,0.041409692,0.049339207,0.037885463,2.11E-15
0.001432893,0.008358542,0.022209839,0.007960516,0.00477631,0.071963063,0.464496099,0.198853686,0.15061296,0.069336093,7.02E-16
0.003528359,0.009215862,0.00816262,0.010111117,0.007109379,0.002317131,0.154510506,0.545473695,0.227131497,0.032439834,2.75E-17
0.013215859,0.02349486,0.061674009,0.024963289,0.008810573,0.149779736,0.509544787,0.027900147,0.164464023,0.016152717,2.38E-14
0.040513042,0.016834186,0.07344145,0.040451378,0.029598569,0.626379725,0.029968552,0.0117161,0.062526978,0.068570019,5.65E-14
0.001470318,0.005513692,0.07921338,0.005881272,0.003124426,0.02131961,0.256019114,0.003859585,0.356368315,0.267230289,2.37E-17
0.001117457,0.001179538,0.014837348,0.002669481,0.006332257,0.0065185,0.271169605,0.555438292,0.109759126,0.030978396,1.10E-18
0.034722222,0.01069224,0.074074074,0.012896825,0.018077601,0.060295414,0.479497354,0.025242504,0.070877425,0.213624339,7.08E-14
0.016051364,0.024077047,0.017656501,0.005216693,0.014044944,0.404895666,0.108747994,0.167335474,0.00682183,0.235152488,5.91E-15
0.154509027,0.010642423,0.002843724,0.07096385,0.011159464,0.068507906,0.058124004,0.255762851,0.201128872,0.166357878,1.26E-13
0.01965602,0.008599509,0.386977887,0.017199017,0.00982801,0.131449631,0.199017199,0.133906634,0.073710074,0.01965602,5.61E-14
0.623184539,6.10E-04,0.02024168,0.004650631,0.001562917,0.026569588,0.051919338,0.001677277,0.257157016,0.012427096,4.13E-19
0.164327819,0.002966343,0.004297395,0.16524054,0.003042403,0.046168473,0.082753375,0.012778095,0.196044875,0.322380681,3.25E-15
0.036842105,0.007142857,0.032706767,0.009398496,0.034962406,0.285338346,0.360902256,0.071428571,0.116165414,0.045112782,1.09E-13
0.04414811,0.01333506,0.28081305,0.006991196,0.005437597,0.034179182,0.065510098,0.326644226,0.220481616,0.002459865,2.49E-15
0.065868263,0.011120616,0.01283148,0.013686912,0.028229256,0.340461933,0.432848589,0.041916168,0.043627032,0.009409752,9.21E-15
0.005649718,0.014124294,0.020244821,0.040489642,0.012711864,0.124764595,0.371939736,0.268361582,0.075800377,0.065913371,5.17E-14
0.049401039,0.03000106,0.081098272,0.006360649,0.002332238,0.050461147,0.286441217,0.052369342,0.279974557,0.161560479,6.10E-14
0.148414986,0.038904899,0.040345821,0.051873199,0.030259366,0.226224784,0.208933718,0.054755043,0.061959654,0.13832853,8.11E-12
0.028443949,0.015058561,0.011712214,0.062465142,0.013943112,0.017289459,0.543781372,0.055214724,0.020635806,0.231455661,1.08E-14
0.013752456,0.012770138,0.425343811,0.009823183,0.033398821,0.086444008,0.226915521,0.012770138,0.15913556,0.019646365,1.92E-14
0.039976484,0.037624927,0.032333921,0.010582011,0.014109347,0.141093474,0.136978248,0.219282775,0.256907701,0.111111111,8.78E-13
0.044557719,0.009359757,0.032253812,0.034143341,0.008964275,0.038405765,0.387968537,0.114514215,0.154545854,0.175286725,1.90E-13
0.057156193,0.003606738,0.054016209,0.009292655,0.010947511,0.091271693,0.260533797,0.061866169,0.017651801,0.433657233,1.28E-14
0.004548789,0.003081438,0.046661775,0.003081438,0.001760822,0.010858401,0.156126192,0.007483492,0.757300073,0.009097579,3.10E-19
0.010376688,0.003127221,0.469793888,0.001421464,0.002132196,0.024875622,0.094811656,0.00199005,0.349680171,0.041791045,3.17E-18
0.021151008,0.022134776,0.006394491,0.002951303,0.017707821,0.202164289,0.438760453,0.081160846,0.166256763,0.041318249,7.74E-15
0.038983051,0.013559322,0.013559322,0.016949153,0.010169492,0.120338983,0.225423729,0.061016949,0.477966102,0.022033898,2.15E-14
0.018943879,0.004499171,0.019654274,0.008524745,0.008051148,0.153682216,0.075538717,0.612360881,0.036466967,0.062278001,1.86E-15
0.009106869,0.01261795,0.021066491,0.007022164,0.024687294,0.089313145,0.390607856,0.039609392,0.391375905,0.014592934,3.31E-15
0.011257036,0.026266417,0.011257036,0.011257036,0.011257036,0.030018762,0.780487805,0.045028143,0.054409006,0.018761726,4.54E-16
0.006979695,0.009517766,0.201142132,0.019670051,0.019035533,0.067258883,0.236675127,0.141497462,0.226522843,0.071700508,1.83E-13
0.073884626,0.007104291,0.025007104,0.005399261,0.049730037,0.09008241,0.478829213,0.026712134,0.018471157,0.224779767,1.69E-14
5.72E-04,0.002183406,0.005822416,6.24E-04,0.006082346,0.003690996,0.482480765,0.208775213,0.274849241,0.014919942,4.21E-20
0.033988473,0.014629821,0.061031476,0.023939707,0.009309886,0.088074479,0.485000739,0.171715679,0.057484853,0.054824885,1.56E-13
0.048196025,0.033494115,0.050318348,0.011074667,0.021609107,0.053251013,0.298784488,0.06282076,0.18529809,0.235153386,8.47E-13
0.033854167,0.058159722,0.099826389,0.036458333,0.015625,0.059027778,0.026041667,0.013020833,0.190104167,0.467881944,1.99E-13
0.014721724,0.010412926,0.0994614,0.005745063,0.046678636,0.078635548,0.480789946,0.008976661,0.233034111,0.021543986,6.97E-15
0.00933461,0.007060795,0.032072762,0.006103399,0.006342748,0.040330302,0.671134514,0.070248923,0.132838679,0.02453327,5.07E-16
0.009960159,0.028884462,0.071381142,0.012616202,0.002656042,0.05810093,0.498339973,0.021580345,0.052456839,0.244023904,5.50E-15
0.027906977,0.012403101,0.040310078,0.037209302,0.015503876,0.051162791,0.159689922,0.020155039,0.023255814,0.612403101,1.89E-14
0.027007818,0.008528785,0.015636105,0.056858564,0.009950249,0.389481166,0.250888415,0.112295665,0.019189765,0.110163468,4.73E-14
0.004576659,0.002704389,0.020594966,0.006656959,0.006656959,0.033076763,0.568545871,0.157894737,0.158934887,0.040357812,2.15E-16
0.007038123,0.008797654,0.023460411,0.009384164,0.007624633,0.076246334,0.522580645,0.104398827,0.209384164,0.031085044,2.81E-15
0.001487136,0.469984633,0.067416844,0.042978238,0.017151638,0.022703614,0.245873197,0.048084073,0.056213751,0.028106876,1.47E-14
0.028208481,0.004296656,0.050158789,0.024845881,0.002335139,0.113114142,0.505604334,0.016065758,0.03371941,0.22165141,2.42E-15
0.009141365,0.015507672,0.027587333,0.007672217,0.092393079,0.073457395,0.421482207,0.261345087,0.043584721,0.047828926,4.68E-14
0.013969336,0.003407155,0.005792164,0.005792164,0.00306644,0.112776831,0.005451448,0.836797274,0.003407155,0.009540034,8.19E-20
0.029333333,0.034666667,0.037333333,0.034666667,0.032,0.104,0.128,0.456,0.037333333,0.106666667,1.02E-12
0.066849817,0.102564103,0.025641026,0.076923077,0.026556777,0.028388278,0.072344322,0.211538462,0.090659341,0.298534799,4.22E-12
0.00783578,0.00606997,0.081447964,0.005407792,0.001545083,0.005187065,0.325129677,0.307802671,0.219401832,0.040172166,1.48E-16
0.010311247,0.006110369,0.015721469,0.00197314,9.55E-04,0.05632996,0.001209344,0.5339571,0.134428108,0.239004519,2.18E-18
0.006625578,0.006471495,0.001232666,0.005084746,0.026964561,0.19614792,0.090138675,0.521417565,0.040986133,0.104930663,2.87E-16
0.010120028,0.002000471,0.113085432,0.004236291,0.007766533,0.017651212,0.638503177,0.028947988,0.162979525,0.014709343,5.89E-17
0.072460956,0.002764575,0.110582986,0.009215249,0.004413619,0.092200989,0.418178291,0.094577554,0.175526239,0.020079542,1.16E-14
0.007912088,0.008791209,0.008791209,0.007032967,0.008791209,0.021098901,0.054505495,0.824175824,0.036043956,0.022857143,2.95E-17
0.017994859,0.033419023,0.017137961,0.018851757,0.235646958,0.119965724,0.322193659,0.149957155,0.022279349,0.062553556,3.70E-13
0.010877447,0.015228426,0.051486584,0.005076142,0.01595359,0.103698332,0.672951414,0.0551124,0.042059463,0.0275562,3.08E-15
0.002384884,0.012291323,0.001651073,0.011190607,0.09392772,0.044395524,0.553292974,0.013025133,0.136488718,0.131352045,2.92E-16
0.00125092,0.001618837,0.007211185,0.001839588,0.002354673,0.013245033,0.272038263,0.163870493,0.535099338,0.00147167,2.94E-20
0.024163569,0.035315985,0.016728625,0.050185874,0.066914498,0.072490706,0.176579926,0.31598513,0.20260223,0.039033457,1.53E-12
0.005179768,0.005789153,0.006398537,0.013406459,0.013101767,0.146556977,0.194698355,0.458561853,0.138939671,0.017367459,1.06E-15
0.0192,0.0128,0.064,0.0144,0.0144,0.0608,0.6288,0.0592,0.1104,0.016,1.30E-14
0.036964981,0.036964981,0.03307393,0.035019455,0.151750973,0.13618677,0.30155642,0.083657588,0.143968872,0.040856031,4.85E-12
0.069127357,0.00477289,0.02211439,0.016148278,0.103412616,0.118526768,0.324397423,0.051944953,0.084718797,0.204836529,4.22E-13
0.033459596,0.013257576,0.013888889,0.020833333,0.323232323,0.095959596,0.326388889,0.074494949,0.03219697,0.066287879,2.07E-13
0.037029624,0.009807846,0.053442754,0.003602882,0.431945556,0.059047238,0.268614892,0.045036029,0.028622898,0.06285028,3.88E-14
0.007800158,0.002715245,0.001382306,0.005282385,0.278830964,0.1226797,0.337134676,0.067436809,0.061660742,0.115077014,8.53E-16
0.037175899,0.018640756,0.009980462,0.025611237,0.02080583,0.06764535,0.030891905,0.697417754,0.061044516,0.030786291,1.01E-14
0.03125,0.03125,0.044642857,0.044642857,0.035714286,0.026785714,0.111607143,0.522321429,0.098214286,0.053571429,5.71E-13
0.029591271,0.003329018,0.010726836,0.090438321,0.037913815,0.105788792,0.327168485,0.06935454,0.156833734,0.168855188,2.30E-13
0.010370961,0.005584364,0.162345433,0.011168728,0.003589948,0.100119665,0.067810132,0.011168728,0.104108496,0.523733546,1.56E-15
0.012001079,0.002472132,0.038340525,0.010382956,0.009528946,0.090030565,0.178712693,0.552499101,0.0399137,0.066118303,2.64E-15
0.020676692,0.023928063,0.065027433,0.020321073,0.001219264,0.04943101,0.233031904,0.032615322,0.359835399,0.193913839,2.09E-14
0.047507056,0.012699906,0.042803387,0.032455315,0.007996237,0.04233302,0.523988711,0.038570085,0.182502352,0.069143932,7.24E-14
0.016842105,0.04,0.046315789,0.021052632,0.044210526,0.225263158,0.141052632,0.408421053,0.023157895,0.033684211,2.94E-13
0.039497307,0.014362657,0.039497307,0.030520646,0.017953321,0.062836625,0.368043088,0.044883303,0.333931777,0.048473968,2.06E-13
0.098807496,0.005536627,0.019662124,0.025908575,0.011073254,0.062464509,0.389551391,0.125141965,0.117830778,0.144023282,1.59E-13
0.025495751,0.014164306,0.025495751,0.021246459,0.041076487,0.270538244,0.406515581,0.11898017,0.042492918,0.033994334,1.52E-13
0.007843137,0.013445378,0.007282913,0.007282913,0.033613445,0.125490196,0.650420168,0.053781513,0.036414566,0.06442577,1.94E-15
0.014918626,0.006931887,0.004972875,0.011000603,0.064496685,0.041440627,0.349608198,0.004219409,0.328059072,0.174352019,1.28E-15
0.06022187,0.028526149,0.038034865,0.011093502,0.015847861,0.117274168,0.446909667,0.063391442,0.061806656,0.156893819,3.70E-13
0.039525692,0.009387352,0.005928854,0.102766798,0.035079051,0.050889328,0.455533597,0.066205534,0.140316206,0.094367589,1.61E-13
0.05,0.05106383,0.024468085,0.015957447,0.028723404,0.123404255,0.269148936,0.120212766,0.134042553,0.182978723,2.80E-12
0.05,0.011428571,0.032857143,0.045714286,0.022857143,0.055714286,0.297142857,0.024285714,0.305714286,0.154285714,3.72E-13
0.022720898,0.006732118,0.00398317,0.065862553,0.234053296,0.030406732,0.247461431,0.314726508,0.019747546,0.05430575,2.39E-14
0.002692147,0.006597657,0.00295757,0.001857961,0.005308459,0.002995488,0.237894817,0.576157434,0.020020475,0.143517992,6.11E-19
0.002159933,0.0097197,0.00240538,0.017377645,0.005301654,0.007854303,0.087919101,0.742722498,0.067203377,0.05733641,9.19E-18
6.27E-04,7.05E-04,0.706506836,5.09E-04,7.44E-04,0.130841854,0.01805931,0.002037059,0.13965605,3.13E-04,2.49E-23
0.004099961,0.004880906,0.00468567,0.005466615,0.005271378,0.189183913,0.093322921,0.493166732,0.092737212,0.107184693,2.34E-16
0.003550875,0.002510102,0.075547937,0.005999755,0.002877434,0.025101016,0.187767846,0.569670626,0.081425248,0.045549161,1.16E-16
0.005332041,0.009936985,0.014299564,0.043868153,0.005816772,0.050896752,0.665535628,0.102278236,0.022055259,0.079980611,1.18E-15
0.315789474,0.020539153,0.046213094,0.242618742,0.024390244,0.014120668,0.093709884,0.030808729,0.096277279,0.115532734,8.04E-13
0.007171933,0.004652064,0.02771855,0.006202752,0.010467145,0.03256445,0.225237449,0.605156038,0.065904245,0.014925373,2.62E-16
0.028571429,0.013186813,0.081318681,0.028571429,0.01978022,0.030769231,0.301098901,0.035164835,0.424175824,0.037362637,8.94E-14
0.007517914,0.005286033,0.007987783,0.011276871,0.002936685,0.00634324,0.084811465,0.72818043,0.051215788,0.094443792,1.99E-17
0.003237234,0.010383582,0.002321036,0.024248717,0.002687515,0.009711703,0.749144882,0.031639384,0.025225996,0.141399951,4.17E-18
0.089790337,0.001562703,0.050527412,0.002669618,0.003581195,0.024742805,0.035356166,0.00442766,0.760320354,0.027021748,5.39E-18
0.275862069,0.041617122,0.014268728,0.052318668,0.026159334,0.085612366,0.084423306,0.109393579,0.1117717,0.198573127,3.93E-12
0.003292099,0.005686353,0.00528731,0.001995211,0.003691141,0.003990423,0.36801676,0.476456504,0.101955307,0.029628891,1.54E-18
0.031893004,0.01090535,0.019135802,0.13600823,0.052469136,0.080658436,0.382921811,0.042798354,0.030452675,0.212757202,4.07E-13
0.008186398,0.006926952,0.192695214,0.09697733,0.01070529,0.023299748,0.136020151,0.018261965,0.325566751,0.181360202,3.88E-14
0.066854414,0.01506061,0.009060855,0.023141913,0.003550875,0.002816212,0.285294478,0.147422554,0.430880372,0.015917718,6.09E-16
0.056388294,0.005710207,0.009992862,0.013561742,0.006423983,0.090649536,0.144896502,0.052105639,0.615274804,0.004996431,5.90E-16
0.005758061,0.004806729,0.006609253,0.052924094,0.008161426,0.010815141,0.297366313,0.277338274,0.022982175,0.313238534,5.07E-16
0.040699575,0.006864989,0.09921543,0.002942138,0.002778686,0.00621118,0.058352403,0.005230467,0.77051324,0.007191893,2.38E-18
0.006962053,0.004684344,0.031673041,0.016459667,0.009970347,0.012033177,0.148523787,0.490094117,0.159439598,0.120159869,2.84E-15
0.265398551,0.009359903,0.012379227,0.08423913,0.027173913,0.035628019,0.297705314,0.18115942,0.013888889,0.073067633,1.37E-13
0.004885109,0.012846029,0.046318075,0.005246969,0.008684639,0.024244617,0.580604306,0.257644292,0.035462276,0.024063687,4.10E-16
9.02E-04,0.005414348,0.0208302,0.002631975,0.00308317,0.002782373,0.63641149,0.154083321,0.164310423,0.009550308,3.54E-19
0.006662629,0.009691096,0.009691096,0.014536644,0.005451242,0.029073289,0.138703816,0.027861902,0.684433677,0.073894609,2.82E-16
0.001725905,0.006687881,0.04757025,0.002427054,0.1737231,0.016396095,0.483738741,0.171565719,0.073512756,0.0226525,5.25E-16
0.011928429,0.017892644,0.079522863,0.011928429,0.013916501,0.023856859,0.608349901,0.137176938,0.035785288,0.059642147,1.20E-14
0.00933126,0.05007776,0.009953344,0.008709176,0.008087092,0.051010886,0.221150855,0.506998445,0.091757387,0.042923795,7.38E-15
0.152698952,0.005426903,0.005302622,0.055677534,0.002817018,0.018559178,0.182484776,0.004474088,0.433075107,0.139483823,6.31E-16
0.252609603,0.015309673,0.026443981,0.24217119,0.015309673,0.022268615,0.081419624,0.054279749,0.169102296,0.121085595,7.64E-13
0.169212023,0.009179529,0.035174655,0.014541024,0.003168156,0.080422421,0.204630382,0.009423233,0.29114541,0.183103168,2.08E-14
0.007565727,0.049744657,0.101759032,0.004350293,0.005674295,0.05589181,0.563457537,0.014753168,0.115282769,0.081520711,4.13E-15
0.443010076,0.008501259,0.005667506,0.027078086,0.012594458,0.073677582,0.120277078,0.083123426,0.182619647,0.043450882,4.25E-14
0.016057092,0.003623996,0.105987957,0.017450937,0.001728368,0.002676182,0.554081178,6.13E-04,0.260091436,0.037689563,1.66E-18
0.009667025,0.016111708,0.018976011,0.027568922,0.017185822,0.014321518,0.522019334,0.097744361,0.023272467,0.253132832,6.03E-15
0.008626639,0.005866115,0.020358868,0.008626639,0.002070393,0.026570048,0.329537612,0.009661836,0.577294686,0.011387164,1.02E-17
0.007427056,0.021220159,0.00530504,0.00795756,0.008488064,0.303448276,0.395755968,0.00530504,0.172944297,0.072148541,4.49E-16
0.011614173,0.008661417,0.005905512,0.052165354,0.025393701,0.012401575,0.518110236,0.036023622,0.06023622,0.269488189,2.96E-15
0.110336081,0.035510463,0.052631579,0.027266963,0.019657578,0.087507926,0.198478123,0.010145847,0.259987318,0.198478123,1.01E-12
0.068548387,0.086693548,0.129032258,0.017137097,0.013104839,0.032258065,0.173387097,0.158266129,0.119959677,0.201612903,3.69E-12
0.072022161,0.013850416,0.014773777,0.193905817,0.01754386,0.028624192,0.058171745,0.035087719,0.3388735,0.227146814,2.25E-13
0.025151515,0.025909091,0.017878788,0.048939394,0.010909091,0.083030303,0.156060606,0.546969697,0.005,0.080151515,1.77E-14
0.0550074,0.013361289,0.00744121,0.158115442,0.028038152,0.002302253,0.245929946,0.208148331,0.077536589,0.204119388,4.52E-14
0.006725297,0.001448526,0.026797724,0.007966891,0.004293844,0.013554061,0.33874806,0.283704087,0.299896534,0.016864977,5.88E-17
0.186194409,0.004504703,0.008788588,0.230843969,0.00481385,0.044782052,0.081393808,0.0065804,0.066598949,0.365499271,4.78E-15
0.035169082,0.006183575,0.034202899,0.003285024,0.01942029,0.039130435,0.223285024,0.558357488,0.057487923,0.023478261,3.12E-15
0.013394371,0.002119362,0.017675483,0.014411665,0.257968803,0.02157511,0.27712784,0.207951848,0.033867413,0.153908104,1.21E-14
0.007425601,5.14E-04,0.028160165,0.003427201,0.06157537,0.014508482,0.467355915,0.346318615,0.054492489,0.016222083,4.71E-17
0.044353975,0.004856796,0.024712521,0.002571245,0.122419827,0.005999571,0.155560317,0.583958289,0.045853868,0.009713592,4.07E-16
0.003476344,0.002755638,0.00563846,0.017551297,0.006995082,0.008012549,0.74732915,0.015643548,0.012633542,0.179964389,1.41E-18
0.019568243,0.001855845,0.023880353,0.026418493,0.31827734,0.018503862,0.386179417,0.109030867,0.022433886,0.073851696,9.41E-15
0.007221589,0.008931965,0.060433295,0.008551881,0.048650703,0.031166857,0.583618396,0.110984417,0.119916382,0.020524515,8.06E-15
0.002691337,0.008410429,0.001850294,0.005214466,0.003700589,0.034482759,0.1372582,0.633305299,0.154415475,0.018671152,6.98E-18
0.001951418,5.83E-04,0.002970816,0.003640706,8.16E-04,0.004630978,0.194413701,0.697064135,0.076134444,0.017795771,8.53E-21
0.360545846,0.001556141,0.001635943,0.037147873,0.126246908,0.064200782,0.078764664,0.222009417,0.012728433,0.095163993,5.85E-15
0.07980846,0.007581804,0.066640064,0.011173184,0.008379888,0.08339984,0.463288109,0.120909816,0.046288907,0.112529928,9.19E-14
0.041422409,0.003926557,0.00199093,0.048224754,0.010618294,0.017697157,0.319654905,0.39403827,0.106017034,0.056409689,2.21E-15
0.057785116,0.01350436,0.074633816,0.011430023,0.00186267,0.025950385,0.358648717,0.122555245,0.117729235,0.215900432,3.59E-14
0.422996661,0.029215359,0.025459098,0.020659432,0.016277129,0.174040067,0.05154424,0.030050083,0.101210351,0.128547579,3.71E-13
0.059259259,0.041269841,0.063492063,0.012698413,0.010582011,0.08042328,0.210582011,0.031746032,0.430687831,0.059259259,2.86E-13
0.033998284,0.006542257,0.011046761,0.008151008,0.047726298,0.088374088,0.054804805,0.481338481,0.08000858,0.188009438,3.35E-14
0.082337317,0.007968127,0.012837539,0.051792829,0.036299247,0.057104914,0.289508632,0.009296149,0.274015051,0.178840195,1.19E-13
0.028056112,0.023797595,0.004509018,0.068887776,0.008016032,0.012024048,0.090180361,0.014529058,0.696142285,0.053857715,9.82E-16
0.005291253,0.004261098,0.015311856,0.002200787,0.001498408,0.004823001,0.4905413,0.226493725,0.231691328,0.017887245,2.53E-18
0.013625753,0.008305738,0.048911568,0.002280007,0.104500299,0.04087726,0.319960914,0.356061017,0.003582867,0.101894577,2.24E-15
0.085822922,0.021184139,0.006518197,0.391634981,0.022270505,0.052688756,0.124388919,0.043997827,0.146116241,0.105377512,4.59E-13
0.048184947,0.002662511,0.003766478,0.042340412,0.006688746,0.012273524,0.16819274,0.539320735,0.021624781,0.154945126,5.10E-16
0.125687353,0.020424195,0.070699136,0.111547526,0.012568735,0.051846033,0.050274941,0.016496465,0.315003928,0.225451689,7.77E-13
0.028725314,0.014362657,0.02513465,0.044883303,0.023339318,0.143626571,0.456014363,0.039497307,0.0502693,0.174147217,2.46E-13
0.096648324,0.005102551,0.03811906,0.023111556,0.002801401,0.007503752,0.23821911,0.029014507,0.341770885,0.217708854,4.70E-15
0.019523184,0.004693073,0.12596208,0.010700206,0.002628121,0.053501032,0.037544584,0.010512484,0.261122583,0.473812653,8.48E-16
0.001055966,0.001847941,9.24E-04,9.24E-04,0.001055966,0.003167899,0.001187962,0.001583949,7.92E-04,0.987460401,8.20E-27
0.013797475,0.010189654,0.075325435,0.022670762,0.003364049,0.072058895,0.426649115,0.290575789,0.031495295,0.053873531,1.22E-14
0.001682129,0.010449587,0.004893465,0.00708533,0.006983383,0.022071567,0.183148129,0.659547354,0.077632786,0.02650627,2.33E-17
0.007084469,0.015367847,0.027520436,0.01280654,0.006376022,0.045722071,0.131662125,0.697656676,0.041907357,0.013896458,5.98E-16
0.005318534,0.028442595,0.010174587,0.011677651,0.011215169,0.036882877,0.018499248,0.642733264,0.12995722,0.105098855,1.21E-15
0.012416428,0.005253104,0.190544413,0.014326648,0.012416428,0.048710602,0.453199618,0.232569245,0.024355301,0.006208214,1.72E-15
0.025599714,0.01566416,0.051781239,0.075008951,0.004967777,0.004923022,0.24207841,0.273496241,0.084138919,0.222341568,4.72E-14
0.086987807,0.012272636,0.002598441,0.171537078,0.037977214,0.009514291,0.298181091,0.214111533,0.085628623,0.081191285,7.63E-14
0.017325017,0.026334026,0.042273042,0.024948025,0.018018018,0.18988219,0.098406098,0.542619543,0.008316008,0.031878032,2.33E-14
0.017025765,0.014313696,0.011902968,0.07774597,0.005273467,0.035181558,0.123700467,0.450354076,0.074355884,0.19014615,3.30E-14
